"incident_no","date","time","vehicle_type","role","location","Latitude","Longitude","city","injured","killed","year"
20139875,2020-09-20,16:21:00,"BICYCLE","BICYCLIST","02ND STREET & W J STREET, ENCINITAS, CA 92024",33.03823,-117.29142,"ENCINITAS",1,0,2020
20140071,2020-09-21,23:32:00,"AUTOMOBILE","DRIVER","S COAST HWY 101 2600 BLOCK & Ocean STREET, CARDIFF BY THE SEA, CA 92007",33.01218,-117.27949,"CARDIFF BY THE SEA",0,0,2020
20140245,2020-09-23,00:23:00,"AUTOMOBILE","DRIVER","1100 BLOCK REGAL ROAD, ENCINITAS, CA 92024",33.0381,-117.28161,"ENCINITAS",0,0,2020
20140354,2020-09-23,16:34:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Jupiter STREET, ENCINITAS, CA 92024",33.07173,-117.30604,"ENCINITAS",0,0,2020
20140589,2020-09-25,06:00:00,"LIGHT DUTY TRUCK","DRIVER","S EL PORTAL & El Portal, ENCINITAS, CA 92024",33.05541,-117.29994,"ENCINITAS",0,0,2020
20140951,2020-09-27,23:00:00,"AUTOMOBILE","DRIVER","SANTA FE DR 100 BLOCK & Cornish DRIVE, CARDIFF BY THE SEA, CA 92007",33.03618,-117.29022,"CARDIFF BY THE SEA",0,0,2020
20141296,2020-09-30,07:00:00,NA,"DRIVER","MOONSTONE COURT & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06516,-117.28774,"ENCINITAS",0,0,2020
20141379,2020-09-30,14:31:00,"AUTOMOBILE","DRIVER","SANTA HELENA & SANTA VICTORIA, SOLANA BEACH, CA 92075",33.00464,-117.24732,"SOLANA BEACH",0,0,2020
20141785,2020-10-03,02:21:00,"AUTOMOBILE","DRIVER","GARDEN VIEW ROAD & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06868,-117.26761,"ENCINITAS",0,0,2020
20141809,2020-10-03,09:38:00,"BICYCLE","BICYCLIST","CAM DEL MAR & NCL of 14th STREET, DEL MAR, CA 92014",32.94841,-117.25992,"DEL MAR",1,0,2020
20141855,2020-10-03,15:39:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & ORPHEUS AVENUE, ENCINITAS, CA 92023",33.06511,-117.2937,"ENCINITAS",0,0,2020
20141890,2020-10-03,20:15:00,"AUTOMOBILE","DRIVER","LAHOUD DRIVE & DORA DRIVE, ENCINITAS, CA 92024",33.02418,-117.26746,"ENCINITAS",0,0,2020
20141912,2020-10-04,00:00:00,"AUTOMOBILE","DRIVER","VIA CANTEBRIA & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.06024,-117.26601,"ENCINITAS",2,0,2020
20142104,2020-10-05,09:58:00,"AUTOMOBILE","DRIVER","BALOUR DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04561,-117.26835,"ENCINITAS",0,0,2020
20142638,2020-10-08,11:08:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & D STREET, ENCINITAS, CA 92024",33.04587,-117.29515,"ENCINITAS",1,0,2020
20142697,2020-10-08,16:15:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & MACKINNON AVENUE, ENCINITAS, CA 92024",33.03626,-117.27722,"ENCINITAS",0,0,2020
20143263,2020-10-09,17:00:00,NA,"DRIVER","JIMMY DURANTE BOULEVARD & DAVID WAY, DEL MAR, CA 92014",32.96829,-117.26498,"DEL MAR",0,0,2020
20142951,2020-10-10,06:51:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & LEGAYE DRIVE, ENCINITAS, CA 92007",33.02534,-117.26991,"ENCINITAS",0,0,2020
20142953,2020-10-10,07:30:00,NA,"DRIVER","LA COSTA AVENUE & NOT INVESTIGATED, ENCINITAS, CA 92024",33.08712,-117.29075,"ENCINITAS",1,0,2020
20143151,2020-10-11,19:40:00,"AUTOMOBILE","DRIVER","REGAL ROAD & MELBA ROAD, ENCINITAS, CA 92024",33.03985,-117.28155,"ENCINITAS",0,0,2020
20143241,2020-10-12,11:05:00,"AUTOMOBILE","DRIVER","150 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04971,-117.28925,"ENCINITAS",1,0,2020
20143361,2020-10-13,04:34:00,"AUTOMOBILE","DRIVER","2100 SAN ELIJO AVENUE, ENCINITAS, CA 92007",33.02098,-117.28244,"ENCINITAS",0,0,2020
20143727,2020-10-15,11:41:00,NA,"DRIVER","ENCINITAS BOULEVARD & WESTLAKE STREET, ENCINITAS, CA 92024",33.04743,-117.27935,"ENCINITAS",1,0,2020
20143734,2020-10-15,12:37:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & S EL CAMINO REAL, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",0,0,2020
20143989,2020-10-16,21:15:00,"AUTOMOBILE","DRIVER","S VULCAN AVENUE & E H STREET, ENCINITAS, CA 92024",33.04083,-117.29193,"ENCINITAS",1,0,2020
20144001,2020-10-16,22:59:00,"FARM EQUIPMENT","DRIVER","CAMINO DEL MAR & VIA DE LA VALLE, DEL MAR, CA 92014",32.98024,-117.26918,"DEL MAR",0,0,2020
20144026,2020-10-17,06:10:00,"AUTOMOBILE","DRIVER","N VULCAN AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06444,-117.30169,"ENCINITAS",0,0,2020
20144029,2020-10-17,08:11:00,"LIGHT DUTY TRUCK","DRIVER","PASSIFLORA AVENUE & SCL of Leucadia BOULEVARD, ENCINITAS, CA 92024",33.06517,-117.2828,"ENCINITAS",0,0,2020
20144118,2020-10-17,18:57:00,"FARM EQUIPMENT","DRIVER","659 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99605,-117.2599,"SOLANA BEACH",0,0,2020
20144387,2020-10-19,18:34:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & PIRAEUS STREET, ENCINITAS, CA 92024",33.06511,-117.2913,"ENCINITAS",0,0,2020
20144876,2020-10-22,18:45:00,"LIGHT DUTY TRUCK","DRIVER","S HWY & Dahlia DRIVE, SOLANA BEACH, CA 92075",32.98724,-117.27159,"SOLANA BEACH",1,0,2020
20144983,2020-10-23,06:20:00,"AUTOMOBILE","DRIVER","04TH STREET & WCL Stratford COURT, DEL MAR, CA 92014",32.95152,-117.26405,"DEL MAR",0,0,2020
20145805,2020-10-28,19:59:00,"AUTOMOBILE","DRIVER","3085 MANCHESTER AVENUE, ENCINITAS, CA 92007",33.01115,-117.26282,"ENCINITAS",0,0,2020
20146110,2020-10-30,17:00:00,"MOTORCYCLE","DRIVER","E F STREET & S VULCAN AVENUE, ENCINITAS, CA 92024",33.04344,-117.29229,"ENCINITAS",1,0,2020
20146635,2020-11-03,06:47:00,"AUTOMOBILE","DRIVER","1271 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04529,-117.26128,"ENCINITAS",0,0,2020
20146835,2020-11-04,10:42:00,"AUTOMOBILE","DRIVER","MELROSE AVENUE & MARCHETA STREET, ENCINITAS, CA 92024",33.05422,-117.29733,"ENCINITAS",1,0,2020
20146900,2020-11-04,18:18:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.06444,-117.30169,"ENCINITAS",0,0,2020
20146934,2020-11-04,23:42:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & NEWCASTLE AVENUE, ENCINITAS, CA 92007",33.02315,-117.28254,"ENCINITAS",0,0,2020
20147072,2020-11-05,17:32:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & SIDONIA STREET, ENCINITAS, CA 92024",33.06516,-117.28059,"ENCINITAS",1,0,2020
20147092,2020-11-05,19:50:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Jasper STREET, ENCINITAS, CA 92024",33.06556,-117.30383,"ENCINITAS",0,0,2020
20147903,2020-11-11,14:38:00,"TRUCK","DRIVER","354 SANTA FE DRIVE, ENCINITAS, CA 92024",33.03621,-117.28393,"ENCINITAS",0,0,2020
20147975,2020-11-12,07:39:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & MONTGOMERY AVENUE, ENCINITAS, CA 92007",33.02389,-117.28108,"ENCINITAS",0,0,2020
20148088,2020-11-12,17:17:00,NA,"BICYCLIST","S COAST HIGHWAY & Ocean STREET, CARDIFF BY THE SEA, CA 92007",33.03198,-117.28773,"CARDIFF BY THE SEA",1,0,2020
20148096,2020-11-12,18:20:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Jasper STREET, ENCINITAS, CA 92024",33.06556,-117.30383,"ENCINITAS",0,0,2020
20148130,2020-11-12,22:51:00,"BICYCLE","BICYCLIST","S COAST HIGHWAY & W E STREET, ENCINITAS, CA 92024",33.04449,-117.29534,"ENCINITAS",1,0,2020
20148196,2020-11-13,12:25:00,"LIGHT DUTY TRUCK","DRIVER","0 LONE JACK ROAD, ENCINITAS, CA 92024",33.05658,-117.2219,"ENCINITAS",1,0,2020
20148246,2020-11-13,15:56:00,"AUTOMOBILE","DRIVER","CANYON DRIVE & FORD AVENUE, SOLANA BEACH, CA 92075",33.00131,-117.2637,"SOLANA BEACH",0,0,2020
20148425,2020-11-14,23:06:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & PRINCEHOUSE LANE, ENCINITAS, CA 92024",33.04785,-117.27294,"ENCINITAS",0,0,2020
20148808,2020-11-16,13:49:00,"AUTOMOBILE","DRIVER","CAM DEL MAR & NCL of L'Auberge Del Mar, DEL MAR, CA 92014",32.96029,-117.26558,"DEL MAR",1,0,2020
20148815,2020-11-16,16:00:00,"FARM EQUIPMENT","DRIVER","1555 CAMINO DEL MAR , DEL MAR, CA 92014",32.96048,-117.26525,"DEL MAR",0,0,2020
20148724,2020-11-17,02:38:00,"AUTOMOBILE","DRIVER","W CLIFF STREET & N SIERRA AVENUE, SOLANA BEACH, CA 92075",32.99669,-117.27476,"SOLANA BEACH",0,0,2020
20148924,2020-11-18,05:50:00,"FARM EQUIPMENT","DRIVER","ENCINITAS BOULEVARD & BALOUR DRIVE, ENCINITAS, CA 92024",33.04561,-117.26835,"ENCINITAS",0,0,2020
20148936,2020-11-18,08:06:00,"AUTOMOBILE","DRIVER","MELBA ROAD & GARDENA ROAD, ENCINITAS, CA 92024",33.03985,-117.27927,"ENCINITAS",0,0,2020
20149114,2020-11-19,09:01:00,"LIGHT DUTY TRUCK","BICYCLIST","ENCINITAS BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.04825,-117.28554,"ENCINITAS",1,0,2020
20149292,2020-11-19,15:00:00,"FARM EQUIPMENT","DRIVER","150 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04971,-117.28925,"ENCINITAS",0,0,2020
20149376,2020-11-20,22:02:00,"AUTOMOBILE","DRIVER","SAN ELIJO AVENUE & BIRMINGHAM DRIVE, ENCINITAS, CA 92007",33.02249,-117.28336,"ENCINITAS",0,0,2020
20149407,2020-11-21,05:35:00,"AUTOMOBILE","DRIVER","FAITH AVENUE & ECL of Loch Lomond, CARDIFF BY THE SEA, CA 92007",33.03523,-117.27908,"CARDIFF BY THE SEA",0,0,2020
20149471,2020-11-21,13:48:00,"AUTOMOBILE","DRIVER","FAITH AVENUE & LOCH LOMOND DRIVE, ENCINITAS, CA 92024",33.03523,-117.27908,"ENCINITAS",0,0,2020
20149488,2020-11-21,17:52:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & ECL of Princehouse LANE, ENCINITAS, CA 92024",33.04785,-117.27294,"ENCINITAS",1,0,2020
20149742,2020-11-23,08:00:00,"AUTOMOBILE","DRIVER","582 SANTA FE DRIVE, ENCINITAS, CA 92024",33.03625,-117.27947,"ENCINITAS",0,0,2020
20150420,2020-11-28,11:49:00,"TRUCK","BICYCLIST","LEUCADIA BOULEVARD & MOONSTONE COURT, ENCINITAS, CA 92024",33.06516,-117.28774,"ENCINITAS",0,1,2020
20150426,2020-11-28,12:36:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & ECL Garden View ROAD, ENCINITAS, CA 92024",33.06868,-117.26761,"ENCINITAS",1,0,2020
20150584,2020-11-29,20:05:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & QUAIL GARDENS DRIVE, ENCINITAS, CA 92024",33.06544,-117.27829,"ENCINITAS",0,0,2020
20150728,2020-11-30,15:45:00,"LIGHT DUTY TRUCK","BICYCLIST","GLEN ARBOR DRIVE & ANACONDA LANE, ENCINITAS, CA 92024",33.04445,-117.24274,"ENCINITAS",1,0,2020
20150814,2020-12-01,09:20:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06768,-117.2624,"ENCINITAS",0,0,2020
20151052,2020-12-02,17:22:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & of WCL of Rosebay DRIVE, ENCINITAS, CA 92024",33.04858,-117.27396,"ENCINITAS",2,0,2020
20151212,2020-12-03,21:03:00,"AUTOMOBILE","DRIVER","VALLEY AVENUE & GENEVIEVE STREET, SOLANA BEACH, CA 92075",32.98934,-117.25854,"SOLANA BEACH",0,0,2020
20151326,2020-12-04,14:19:00,"AUTOMOBILE","DRIVER","1040 N EL CAMINO REAL , ENCINITAS, CA 92024",33.06583,-117.26243,"ENCINITAS",1,0,2020
20151393,2020-12-04,23:06:00,"FARM EQUIPMENT","DRIVER","1247 EVERGREEN DRIVE, ENCINITAS, CA 92007",33.03455,-117.26942,"ENCINITAS",0,0,2020
20151439,2020-12-05,09:54:00,"BICYCLE","BICYCLIST","N COAST HIGHWAY & Basil STREET, ENCINITAS, CA 92024",33.05954,-117.30126,"ENCINITAS",2,0,2020
20151502,2020-12-05,17:57:00,"AUTOMOBILE","DRIVER","BALOUR DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04561,-117.26835,"ENCINITAS",0,0,2020
20151605,2020-12-06,14:46:00,"AUTOMOBILE","DRIVER","VIA CANTEBRIA & VIA MONTORO, ENCINITAS, CA 92024",33.0529,-117.26733,"ENCINITAS",1,0,2020
20151720,2020-12-07,10:10:00,"AUTOMOBILE","DRIVER","VILLAGE CENTER DRIVE & GLEN ARBOR DRIVE, ENCINITAS, CA 92024",33.05769,-117.24682,"ENCINITAS",1,0,2020
20151891,2020-12-08,10:11:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & NCL of Europa STREET, ENCINITAS, CA 92024",33.06295,-117.30282,"ENCINITAS",1,0,2020
20152004,2020-12-09,07:50:00,"AUTOMOBILE","DRIVER","VIA DE LA VALLE & ECL Valley AVENUE, SOLANA BEACH, CA 92075",32.97941,-117.25691,"SOLANA BEACH",1,0,2020
20152156,2020-12-10,06:46:00,"LIGHT DUTY TRUCK","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",1,0,2020
20152338,2020-12-11,10:03:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & B STREET, ENCINITAS, CA 92024",33.04861,-117.29564,"ENCINITAS",0,0,2020
20152355,2020-12-11,12:41:00,"TRUCK","DRIVER","JIMMY DURANTE BOULEVARD & SAN DIEGUITO DRIVE, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2020
20152572,2020-12-12,10:45:00,"LIGHT DUTY TRUCK","DRIVER","SANTA FE DRIVE & WINDSOR ROAD, ENCINITAS, CA 92024",33.03629,-117.27288,"ENCINITAS",2,0,2020
20152544,2020-12-12,18:03:00,"FARM EQUIPMENT","DRIVER","GARDENA ROAD & MELBA ROAD, ENCINITAS, CA 92024",33.03985,-117.27927,"ENCINITAS",0,0,2020
20152570,2020-12-12,22:45:00,"AUTOMOBILE","DRIVER","CREST DRIVE & MELBA ROAD, ENCINITAS, CA 92024",33.03979,-117.26374,"ENCINITAS",0,0,2020
20152584,2020-12-13,01:24:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.06868,-117.26761,"ENCINITAS",1,0,2020
20152592,2020-12-13,03:12:00,"AUTOMOBILE","DRIVER","MONTEREY VISTA WAY & MONTEREY VISTA PLACE, ENCINITAS, CA 92024",33.03637,-117.26729,"ENCINITAS",0,0,2020
20153654,2020-12-14,15:38:00,"AUTOMOBILE","DRIVER","N RANCHO SANTA FE ROAD & WHISPER WIND DRIVE, ENCINITAS, CA 92024",33.04574,-117.2347,"ENCINITAS",1,0,2020
20152818,2020-12-14,19:03:00,"AUTOMOBILE","DRIVER","VIA DE LA VALLE 500 BLOCK & Jimmy Durante BOULEVARD, SOLANA BEACH, CA 92075",32.98026,-117.26068,"SOLANA BEACH",1,0,2020
20153054,2020-12-16,10:35:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & WINDSOR ROAD, ENCINITAS, CA 92024",33.03629,-117.27288,"ENCINITAS",1,0,2020
20154396,2020-12-18,14:30:00,"AUTOMOBILE","BICYCLIST","LOMAS SANTA FE & Santa Helena, SOLANA BEACH, CA 92075",32.99578,-117.25511,"SOLANA BEACH",1,0,2020
20153516,2020-12-19,12:22:00,"AUTOMOBILE","DRIVER","GLEN ARBOR DRIVE & N WILLOWSPRING DRIVE, ENCINITAS, CA 92024",33.05953,-117.25567,"ENCINITAS",0,0,2020
20153566,2020-12-19,18:59:00,"AUTOMOBILE","DRIVER","W B STREET & 04TH STREET, ENCINITAS, CA 92024",33.04875,-117.29416,"ENCINITAS",0,0,2020
20153657,2020-12-20,15:34:00,"LIGHT DUTY TRUCK","DRIVER","VIA DE LA VALLE & Solana CIRCLE, SOLANA BEACH, CA 92075",32.98037,-117.26436,"SOLANA BEACH",0,0,2020
20153784,2020-12-21,13:10:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & SAN DIEGUITO DRIVE, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2020
20153968,2020-12-22,16:35:00,"AUTOMOBILE","DRIVER","CAMINO DEL MAR & 13TH STREET, DEL MAR, CA 92014",32.95749,-117.26461,"DEL MAR",0,0,2020
20154077,2020-12-23,13:52:00,"TRUCK","DRIVER","EL PORTAL STREET & MELROSE AVENUE, ENCINITAS, CA 92024",33.05655,-117.29869,"ENCINITAS",0,0,2020
20154179,2020-12-24,10:30:00,"LIGHT DUTY TRUCK","DRIVER","SANTA FLORENCIA & ECL of Santa Rosita, SOLANA BEACH, CA 92075",33.00351,-117.25619,"SOLANA BEACH",1,0,2020
20154213,2020-12-24,14:42:00,"AUTOMOBILE","DRIVER","4688 SUN VALLEY ROAD, DEL MAR, CA 92014",32.99366,-117.23115,"DEL MAR",0,0,2020
20154403,2020-12-26,00:00:00,"AUTOMOBILE","DRIVER","ROSEBAY DRIVE & SNAPDRAGON STREET, ENCINITAS, CA 92024",33.05029,-117.27371,"ENCINITAS",1,0,2020
20154530,2020-12-27,11:20:00,"LIGHT DUTY TRUCK","BICYCLIST","S COAST HIGHWAY & E STREET, ENCINITAS, CA 92024",33.04449,-117.29534,"ENCINITAS",1,0,2020
20154770,2020-12-29,06:45:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & WCL Mira Costa College, ENCINITAS, CA 92024",33.01617,-117.25715,"ENCINITAS",0,0,2020
21100347,2021-01-03,17:21:00,"LIGHT DUTY TRUCK","DRIVER","REGAL ROAD & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03623,-117.28039,"ENCINITAS",0,0,2021
21100783,2021-01-06,15:29:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & of SCL of Olivenhain, ENCINITAS, CA 92024",33.06749,-117.26211,"ENCINITAS",1,0,2021
21100862,2021-01-07,00:37:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & of ECL of Rubenstein AVENUE, ENCINITAS, CA 92024",33.03612,-117.28589,"ENCINITAS",0,0,2021
21101121,2021-01-08,18:01:00,"AUTOMOBILE","DRIVER","LAKE DRIVE & SCL of Santa Fe DRIVE, ENCINITAS, CA 92024",33.03623,-117.26635,"ENCINITAS",0,0,2021
21101413,2021-01-10,17:41:00,"LIGHT DUTY TRUCK","DRIVER","GARDENA ROAD & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03625,-117.27941,"ENCINITAS",0,0,2021
21101419,2021-01-10,18:00:00,"AUTOMOBILE","DRIVER","ENCINITAS BLVD 100 BLOCK & I5 South Off RAMP, ENCINITAS, CA 92024",33.04886,-117.29079,"ENCINITAS",0,0,2021
21102062,2021-01-14,16:30:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & CREST DRIVE, ENCINITAS, CA 92024",33.03644,-117.26352,"ENCINITAS",0,0,2021
22102055,2021-01-14,20:41:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Basil STREET, ENCINITAS, CA 92024",33.05954,-117.30126,"ENCINITAS",0,0,2021
21102176,2021-01-15,15:21:00,"LIGHT DUTY TRUCK","BICYCLIST","LA COSTA AVENUE & LA COSTA AVENUE, ENCINITAS, CA 92024",33.08466,-117.29643,"ENCINITAS",1,0,2021
21102474,2021-01-17,16:59:00,"MOTORCYCLE","DRIVER","S COAST HIGHWAY & Chesterfiled DRIVE, CARDIFF BY THE SEA, CA 92007",33.03198,-117.28773,"CARDIFF BY THE SEA",1,0,2021
21102482,2021-01-17,18:54:00,"FARM EQUIPMENT","DRIVER","COUNTRYWOOD LANE & GATEPOST ROAD, ENCINITAS, CA 92024",33.05073,-117.24478,"ENCINITAS",0,0,2021
21103110,2021-01-21,19:25:00,"AUTOMOBILE","DRIVER","N HWY & Plaza DRIVE, SOLANA BEACH, CA 92075",32.99225,-117.27178,"SOLANA BEACH",0,0,2021
21103117,2021-01-21,19:44:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & North of the NCL of San Dieguito DRIVE, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2021
21103287,2021-01-22,17:51:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & South of the SCL of Sage CANYON, CARDIFF BY THE SEA, CA 92007",33.03198,-117.28773,"CARDIFF BY THE SEA",1,0,2021
21103483,2021-01-24,10:50:00,"AUTOMOBILE","DRIVER","VIA CANTEBRIA & VIA MOLENA, ENCINITAS, CA 92024",33.04838,-117.26683,"ENCINITAS",1,0,2021
21103547,2021-01-24,19:28:00,"LIGHT DUTY TRUCK","DRIVER","WESTLAKE STREET & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04743,-117.27935,"ENCINITAS",0,0,2021
21103549,2021-01-24,19:40:00,"AUTOMOBILE","DRIVER","SAN ELIJO AVENUE & VERDI AVENUE, ENCINITAS, CA 92024",33.02786,-117.28682,"ENCINITAS",0,0,2021
21103577,2021-01-25,02:51:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & HERMES AVENUE, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",0,0,2021
21103690,2021-01-25,17:55:00,"AUTOMOBILE","DRIVER","OCEAN VIEW AVENUE & WCL Piraeus, ENCINITAS, CA 92024",33.05935,-117.29218,"ENCINITAS",0,0,2021
21105019,2021-01-27,22:00:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & WCL N El Camino Real, ENCINITAS, CA 92024",33.06768,-117.2624,"ENCINITAS",0,0,2021
21104370,2021-01-29,23:09:00,"MOTORCYCLE","DRIVER","K STREET & S of NCL of K STREET, ENCINITAS, CA 92024",33.04395,-117.29358,"ENCINITAS",1,0,2021
21104482,2021-01-30,18:17:00,"LIGHT DUTY TRUCK","DRIVER","S EL CAMINO REAL & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",0,0,2021
21105040,2021-02-03,14:35:00,"AUTOMOBILE","BICYCLIST","N COAST HIGHWAY & South curb line, ENCINITAS, CA 92024",33.04553,-117.2938,"ENCINITAS",1,0,2021
21105089,2021-02-03,20:28:00,"AUTOMOBILE","DRIVER","FIFTH STREET & of SCL of A STREET, ENCINITAS, CA 92024",33.04956,-117.29821,"ENCINITAS",0,0,2021
21105165,2021-02-04,11:13:00,"AUTOMOBILE","DRIVER","127 S EL CAMINO REAL , ENCINITAS, CA 92024",33.04511,-117.2591,"ENCINITAS",0,0,2021
21105365,2021-02-05,13:59:00,"AUTOMOBILE","DRIVER","Entrance into Scripps Hospital & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03621,-117.28393,"ENCINITAS",1,0,2021
21106270,2021-02-05,14:08:00,"AUTOMOBILE","DRIVER","687 S COAST HIGHWAY #101, ENCINITAS, CA 92024",33.04351,-117.29352,"ENCINITAS",0,0,2021
21105674,2021-02-07,21:44:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & West J STREET, ENCINITAS, CA 92024",33.03802,-117.29373,"ENCINITAS",0,0,2021
21106086,2021-02-10,12:56:00,NA,"DRIVER","BURGUNDY ROAD & CAPRI ROAD, ENCINITAS, CA",33.07601,-117.28977,"ENCINITAS",1,0,2021
21106523,2021-02-13,10:23:00,"TRAILER","BICYCLIST","N COAST HIGHWAY & ECL of B STREET, ENCINITAS, CA 92024",33.04861,-117.29564,"ENCINITAS",1,0,2021
21106669,2021-02-14,12:45:00,"AUTOMOBILE","DRIVER","CREST DRIVE & S EL CAMINO REAL, ENCINITAS, CA 92024",33.04266,-117.25957,"ENCINITAS",1,0,2021
21106675,2021-02-14,13:17:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & NB I-5 Off RAMP, ENCINITAS, CA 92024",33.00859,-117.26235,"ENCINITAS",0,0,2021
21106682,2021-02-14,14:02:00,"AUTOMOBILE","BICYCLIST","CAMINO DEL MAR & SANDY LANE, DEL MAR, CA 92014",32.97337,-117.26874,"DEL MAR",0,0,2021
21106700,2021-02-14,15:09:00,"AUTOMOBILE","BICYCLIST","CAMINO DEL MAR & 11TH STREET, DEL MAR, CA 92014",32.95538,-117.2638,"DEL MAR",0,0,2021
21106706,2021-02-14,15:58:00,"AUTOMOBILE","DRIVER","1140 OAKCREST PARK DRIVE, ENCINITAS, CA 92024",33.04471,-117.2675,"ENCINITAS",0,0,2021
21106853,2021-02-15,19:56:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.04886,-117.29298,"ENCINITAS",0,0,2021
21106927,2021-02-16,10:45:00,"AUTOMOBILE","DRIVER","E D STREET & S VULCAN AVENUE, ENCINITAS, CA 92024",33.0461,-117.29262,"ENCINITAS",2,0,2021
21106981,2021-02-16,16:00:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & S WILLOWSPRING DRIVE, ENCINITAS, CA 92024",33.0402,-117.25951,"ENCINITAS",1,0,2021
21107174,2021-02-18,01:01:00,"AUTOMOBILE","DRIVER","QUAIL GARDENS DRIVE & of Quail Gardens LANE, ENCINITAS, CA 92024",33.06347,-117.27933,"ENCINITAS",0,0,2021
21107432,2021-02-19,14:32:00,"AUTOMOBILE","DRIVER","1001 N EL CAMINO REAL , ENCINITAS, CA 92024",33.06513,-117.26221,"ENCINITAS",0,0,2021
21107456,2021-02-19,14:47:00,NA,"DRIVER","479 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04697,-117.28218,"ENCINITAS",0,0,2021
21107449,2021-02-19,15:40:00,"AUTOMOBILE","DRIVER","1200 GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.058401,-117.260537,"ENCINITAS",1,0,2021
21107461,2021-02-19,17:07:00,"LIGHT DUTY TRUCK","DRIVER","LA COSTA AVENUE & of N Vulcan AVENUE, ENCINITAS, CA 92024",33.08338,-117.3072,"ENCINITAS",2,0,2021
